neighbourhood,province,room_type,minimum_nights,accommodates,bedrooms,price
Saanich,British Columbia,Entire home/apt,2,4,2,149.0
Saanich,British Columbia,Entire home/apt,3,4,2,65.0
Downtown,British Columbia,Entire home/apt,3,3,1,170.0
Downtown,British Columbia,Entire home/apt,3,2,1,170.0
Saanich,British Columbia,Entire home/apt,3,2,1,99.0
Langford,British Columbia,Entire home/apt,30,4,2,110.0
Fairfield,British Columbia,Entire home/apt,2,2,1,110.0
Downtown,British Columbia,Entire home/apt,3,4,2,249.0
Salt Spring Island,British Columbia,Entire home/apt,6,4,4,290.0
View Royal,British Columbia,Entire home/apt,14,2,1,135.0
Esquimalt,British Columbia,Entire home/apt,7,5,3,135.0
Salt Spring Island,British Columbia,Private room,2,2,1,85.0
Salt Spring Island,British Columbia,Entire home/apt,2,4,1,119.0
Fairfield,British Columbia,Entire home/apt,1,4,1,109.0
North Jubilee,British Columbia,Private room,2,2,1,68.0
Central Saanich,British Columbia,Entire home/apt,1,6,3,350.0
Juan de Fuca,British Columbia,Entire home/apt,1,5,2,141.0
Southern Gulf Islands,British Columbia,Entire home/apt,2,2,1,135.0
Salt Spring Island,British Columbia,Entire home/apt,2,2,1,130.0
Juan de Fuca,British Columbia,Entire home/apt,2,4,2,225.0
James Bay,British Columbia,Entire home/apt,1,6,2,184.0
Salt Spring Island,British Columbia,Private room,2,3,1,69.0
James Bay,British Columbia,Entire home/apt,2,4,2,190.0
Saanich,British Columbia,Entire home/apt,2,3,2,70.0
Rockland,British Columbia,Private room,1,2,1,150.0
Victoria West,British Columbia,Entire home/apt,3,4,1,80.0
Downtown,British Columbia,Entire home/apt,2,2,1,195.0
James Bay,British Columbia,Entire home/apt,3,2,1,60.0
Saanich,British Columbia,Entire home/apt,3,2,1,69.0
Southern Gulf Islands,British Columbia,Entire home/apt,2,2,1,110.0
Salt Spring Island,British Columbia,Entire home/apt,2,2,1,45.0
Southern Gulf Islands,British Columbia,Private room,2,2,1,180.0
Esquimalt,British Columbia,Entire home/apt,28,2,1,85.0
Fairfield,British Columbia,Entire home/apt,2,4,2,195.0
Oaklands,British Columbia,Entire home/apt,2,2,1,85.0
Salt Spring Island,British Columbia,Hotel room,2,3,1,69.0
Salt Spring Island,British Columbia,Private room,2,6,2,141.0
Salt Spring Island,British Columbia,Entire home/apt,2,6,3,235.0
James Bay,British Columbia,Private room,3,2,1,58.0
North Park,British Columbia,Entire home/apt,2,4,1,119.0
Salt Spring Island,British Columbia,Entire home/apt,2,2,1,70.0
Saanich,British Columbia,Entire home/apt,4,6,2,175.0
Southern Gulf Islands,British Columbia,Entire home/apt,2,6,2,99.0
Salt Spring Island,British Columbia,Entire home/apt,3,4,2,175.0
Saanich,British Columbia,Entire home/apt,1,2,1,60.0
Southern Gulf Islands,British Columbia,Entire home/apt,2,6,3,300.0
Saanich,British Columbia,Entire home/apt,3,4,2,125.0
Langford,British Columbia,Entire home/apt,2,2,1,68.0
Salt Spring Island,British Columbia,Private room,2,2,1,150.0
North Park,British Columbia,Entire home/apt,2,4,1,99.0
Saanich,British Columbia,Entire home/apt,2,4,1,107.0
Victoria West,British Columbia,Private room,2,2,1,80.0
Saanich,British Columbia,Entire home/apt,2,4,2,155.0
Salt Spring Island,British Columbia,Entire home/apt,1,4,2,131.0
Downtown,British Columbia,Entire home/apt,3,2,1,172.0
South Jubilee,British Columbia,Entire home/apt,1,6,3,249.0
Saanich,British Columbia,Entire home/apt,3,5,3,89.0
North Park,British Columbia,Entire home/apt,28,3,1,102.0
James Bay,British Columbia,Entire home/apt,1,4,1,150.0
Saanich,British Columbia,Private room,2,2,1,42.0
James Bay,British Columbia,Entire home/apt,3,4,2,129.0
Southern Gulf Islands,British Columbia,Entire home/apt,2,2,1,141.0
Fairfield,British Columbia,Entire home/apt,30,6,2,94.0
Sooke,British Columbia,Entire home/apt,1,5,3,172.0
Salt Spring Island,British Columbia,Entire home/apt,2,2,1,125.0
Fairfield,British Columbia,Entire home/apt,2,4,2,125.0
Juan de Fuca,British Columbia,Entire home/apt,2,2,1,119.0
Fairfield,British Columbia,Entire home/apt,3,6,3,300.0
Oak Bay,British Columbia,Private room,3,2,1,70.0
Saanich,British Columbia,Entire home/apt,2,3,1,125.0
Southern Gulf Islands,British Columbia,Entire home/apt,2,2,1,180.0
View Royal,British Columbia,Private room,1,2,1,49.0
Southern Gulf Islands,British Columbia,Entire home/apt,2,4,1,130.0
James Bay,British Columbia,Entire home/apt,30,6,3,200.0
Downtown,British Columbia,Entire home/apt,2,2,1,85.0
South Jubilee,British Columbia,Entire home/apt,2,4,1,65.0
Downtown,British Columbia,Entire home/apt,2,3,2,220.0
Salt Spring Island,British Columbia,Entire home/apt,2,2,1,115.0
Downtown,British Columbia,Entire home/apt,3,2,1,180.0
James Bay,British Columbia,Entire home/apt,30,2,2,115.0
Southern Gulf Islands,British Columbia,Entire home/apt,2,4,1,180.0
Langford,British Columbia,Entire home/apt,3,4,1,150.0
North Saanich,British Columbia,Entire home/apt,5,6,4,195.0
Esquimalt,British Columbia,Entire home/apt,1,4,1,110.0
Downtown,British Columbia,Entire home/apt,2,4,2,151.0
Southern Gulf Islands,British Columbia,Entire home/apt,3,4,1,210.0
Fairfield,British Columbia,Entire home/apt,3,2,1,160.0
Fairfield,British Columbia,Entire home/apt,1,3,1,174.0
Fairfield,British Columbia,Private room,2,5,2,98.0
Saanich,British Columbia,Private room,2,1,1,40.0
Fernwood,British Columbia,Entire home/apt,2,6,3,200.0
Downtown,British Columbia,Entire home/apt,1,4,1,94.0
Downtown,British Columbia,Entire home/apt,3,4,2,118.0
Downtown,British Columbia,Entire home/apt,1,4,1,76.0
Salt Spring Island,British Columbia,Entire home/apt,3,6,1,314.0
Saanich,British Columbia,Entire home/apt,3,6,3,150.0
Oak Bay,British Columbia,Entire home/apt,4,3,1,76.0
James Bay,British Columbia,Entire home/apt,1,6,2,391.0
Juan de Fuca,British Columbia,Entire home/apt,2,2,1,225.0
North Saanich,British Columbia,Entire home/apt,1,6,2,105.0
Salt Spring Island,British Columbia,Entire home/apt,3,6,3,395.0
Fairfield,British Columbia,Entire home/apt,2,4,2,200.0
Sooke,British Columbia,Entire home/apt,2,4,1,243.0
Sooke,British Columbia,Private room,1,2,1,187.0
Sooke,British Columbia,Entire home/apt,2,4,1,232.0
Langford,British Columbia,Entire home/apt,1,2,1,60.0
Oak Bay,British Columbia,Entire home/apt,2,4,2,245.0
Juan de Fuca,British Columbia,Entire home/apt,3,6,3,195.0
Saanich,British Columbia,Entire home/apt,2,2,1,42.0
Saanich,British Columbia,Entire home/apt,2,2,1,105.0
Saanich,British Columbia,Private room,2,4,2,103.0
Downtown,British Columbia,Entire home/apt,1,4,2,130.0
Southern Gulf Islands,British Columbia,Entire home/apt,2,3,1,110.0
Saanich,British Columbia,Entire home/apt,5,2,1,130.0
Oak Bay,British Columbia,Private room,1,2,1,66.0
Hillside/Quadra,British Columbia,Private room,1,4,1,76.0
Salt Spring Island,British Columbia,Entire home/apt,3,6,3,401.0
Salt Spring Island,British Columbia,Private room,2,1,1,95.0
Fernwood,British Columbia,Entire home/apt,5,4,2,150.0
Southern Gulf Islands,British Columbia,Entire home/apt,2,4,2,164.0
Saanich,British Columbia,Entire home/apt,2,2,1,99.0
Salt Spring Island,British Columbia,Private room,2,3,1,249.0
Downtown,British Columbia,Entire home/apt,2,4,1,170.0
Hillside/Quadra,British Columbia,Entire home/apt,2,5,2,179.0
Salt Spring Island,British Columbia,Private room,2,2,1,99.0
Colwood,British Columbia,Private room,1,2,1,52.0
Fernwood,British Columbia,Entire home/apt,30,2,1,97.0
Salt Spring Island,British Columbia,Entire home/apt,3,2,1,99.0
Saanich,British Columbia,Entire home/apt,5,4,2,159.0
Sooke,British Columbia,Private room,2,2,1,70.0
Esquimalt,British Columbia,Private room,1,2,1,80.0
Saanich,British Columbia,Entire home/apt,5,6,3,184.0
Saanich,British Columbia,Entire home/apt,2,2,1,68.0
Downtown,British Columbia,Entire home/apt,2,3,1,168.0
Esquimalt,British Columbia,Entire home/apt,2,2,1,110.0
Sidney,British Columbia,Entire home/apt,30,6,2,150.0
Hillside/Quadra,British Columbia,Entire home/apt,30,8,3,249.0
Fairfield,British Columbia,Entire home/apt,30,4,1,69.0
Saanich,British Columbia,Entire home/apt,4,2,1,125.0
Victoria West,British Columbia,Entire home/apt,2,8,4,249.0
Rockland,British Columbia,Entire home/apt,3,2,1,135.0
Saanich,British Columbia,Entire home/apt,2,2,1,76.0
Langford,British Columbia,Entire home/apt,2,2,1,97.0
North Park,British Columbia,Entire home/apt,1,2,1,90.0
Sooke,British Columbia,Entire home/apt,2,7,2,125.0
Juan de Fuca,British Columbia,Entire home/apt,1,2,1,50.0
James Bay,British Columbia,Entire home/apt,1,4,1,90.0
Southern Gulf Islands,British Columbia,Entire home/apt,3,2,1,105.0
Oak Bay,British Columbia,Entire home/apt,3,2,1,115.0
Sooke,British Columbia,Entire home/apt,1,7,3,171.0
Saanich,British Columbia,Private room,1,2,1,58.0
Saanich,British Columbia,Private room,1,2,1,88.0
Gonzales,British Columbia,Entire home/apt,2,2,1,76.0
Oaklands,British Columbia,Entire home/apt,28,6,2,249.0
Sooke,British Columbia,Entire home/apt,1,2,1,89.0
Central Saanich,British Columbia,Private room,3,4,2,125.0
Metchosin,British Columbia,Entire home/apt,2,2,1,81.0
Downtown,British Columbia,Entire home/apt,2,6,2,159.0
Downtown,British Columbia,Entire home/apt,3,2,1,180.0
Sidney,British Columbia,Entire home/apt,1,2,1,105.0
Saanich,British Columbia,Entire home/apt,2,2,1,68.0
North Saanich,British Columbia,Entire home/apt,7,2,1,150.0
Gonzales,British Columbia,Entire home/apt,28,4,4,150.0
Saanich,British Columbia,Private room,2,1,1,42.0
Saanich,British Columbia,Entire home/apt,3,2,1,89.0
Downtown,British Columbia,Entire home/apt,2,4,2,200.0
Downtown,British Columbia,Entire home/apt,3,4,1,175.0
Downtown,British Columbia,Entire home/apt,3,4,1,200.0
Downtown,British Columbia,Entire home/apt,2,4,1,200.0
Downtown,British Columbia,Entire home/apt,2,4,1,175.0
Fairfield,British Columbia,Entire home/apt,30,8,3,60.0
Colwood,British Columbia,Entire home/apt,2,2,1,85.0
Saanich,British Columbia,Private room,1,6,3,168.0
Juan de Fuca,British Columbia,Entire home/apt,2,3,2,119.0
James Bay,British Columbia,Entire home/apt,30,2,1,85.0
Central Saanich,British Columbia,Entire home/apt,2,4,1,115.0
Fairfield,British Columbia,Private room,2,1,1,80.0
Burnside,British Columbia,Entire home/apt,2,2,1,76.0
Saanich,British Columbia,Entire home/apt,1,5,2,95.0
Saanich,British Columbia,Entire home/apt,1,4,3,249.0
Langford,British Columbia,Entire home/apt,2,5,2,99.0
Downtown,British Columbia,Entire home/apt,5,4,2,99.0
Central Saanich,British Columbia,Entire home/apt,2,4,2,137.0
Langford,British Columbia,Entire home/apt,2,4,2,105.0
Saanich,British Columbia,Entire home/apt,28,2,1,56.0
Juan de Fuca,British Columbia,Entire home/apt,2,6,3,200.0
Langford,British Columbia,Private room,1,2,1,77.0
Oak Bay,British Columbia,Entire home/apt,4,4,2,300.0
Saanich,British Columbia,Entire home/apt,3,2,1,150.0
Saanich,British Columbia,Entire home/apt,2,2,1,62.0
Saanich,British Columbia,Entire home/apt,5,6,3,300.0
Esquimalt,British Columbia,Entire home/apt,2,2,1,149.0
Downtown,British Columbia,Entire home/apt,7,6,2,195.0
Colwood,British Columbia,Entire home/apt,2,3,1,99.0
Salt Spring Island,British Columbia,Entire home/apt,2,2,1,85.0
James Bay,British Columbia,Entire home/apt,3,3,1,80.0
Juan de Fuca,British Columbia,Entire home/apt,1,8,3,240.0
Langford,British Columbia,Private room,1,2,1,50.0
Sooke,British Columbia,Entire home/apt,1,4,1,60.0
Saanich,British Columbia,Entire home/apt,2,4,2,249.0
Downtown,British Columbia,Entire home/apt,3,2,1,142.0
Central Saanich,British Columbia,Entire home/apt,1,2,1,90.0
Salt Spring Island,British Columbia,Entire home/apt,2,4,2,245.0
Salt Spring Island,British Columbia,Entire home/apt,2,4,2,175.0
Salt Spring Island,British Columbia,Entire home/apt,2,3,1,135.0
Salt Spring Island,British Columbia,Entire home/apt,2,4,1,160.0
Salt Spring Island,British Columbia,Entire home/apt,2,2,1,135.0
Salt Spring Island,British Columbia,Entire home/apt,2,2,1,138.0
Salt Spring Island,British Columbia,Entire home/apt,2,6,3,255.0
Salt Spring Island,British Columbia,Entire home/apt,2,3,1,180.0
Colwood,British Columbia,Entire home/apt,1,2,1,76.0
View Royal,British Columbia,Entire home/apt,1,3,1,49.0
Downtown,British Columbia,Entire home/apt,2,4,1,119.0
Sidney,British Columbia,Entire home/apt,1,2,1,119.0
Fairfield,British Columbia,Entire home/apt,30,2,1,94.0
Saanich,British Columbia,Private room,3,3,1,60.0
Saanich,British Columbia,Entire home/apt,2,5,1,150.0
Langford,British Columbia,Private room,2,2,1,34.0
Langford,British Columbia,Private room,2,2,1,31.0
Downtown,British Columbia,Entire home/apt,2,6,1,172.0
Sooke,British Columbia,Entire home/apt,2,2,1,159.0
Sooke,British Columbia,Entire home/apt,2,2,1,188.0
Downtown,British Columbia,Entire home/apt,1,4,1,107.0
Fernwood,British Columbia,Entire home/apt,2,4,1,99.0
Southern Gulf Islands,British Columbia,Entire home/apt,3,6,3,175.0
Juan de Fuca,British Columbia,Entire home/apt,1,6,3,235.0
Salt Spring Island,British Columbia,Entire home/apt,2,2,1,150.0
Oaklands,British Columbia,Entire home/apt,28,4,1,150.0
Downtown,British Columbia,Entire home/apt,3,4,2,358.0
Downtown,British Columbia,Entire home/apt,3,4,2,332.0
Fernwood,British Columbia,Private room,2,2,1,60.0
North Jubilee,British Columbia,Entire home/apt,5,2,1,65.0
Salt Spring Island,British Columbia,Entire home/apt,2,2,1,76.0
Saanich,British Columbia,Entire home/apt,2,8,4,215.0
Downtown,British Columbia,Entire home/apt,1,2,1,119.0
Sooke,British Columbia,Entire home/apt,1,2,1,46.0
Fernwood,British Columbia,Entire home/apt,1,4,1,99.0
Saanich,British Columbia,Entire home/apt,4,3,2,110.0
Fairfield,British Columbia,Entire home/apt,3,6,2,249.0
Oak Bay,British Columbia,Entire home/apt,4,4,3,119.0
James Bay,British Columbia,Private room,1,2,1,54.0
North Saanich,British Columbia,Entire home/apt,2,2,1,84.0
Downtown,British Columbia,Entire home/apt,1,5,2,84.0
View Royal,British Columbia,Entire home/apt,1,4,1,109.0
Saanich,British Columbia,Private room,2,2,1,48.0
Oaklands,British Columbia,Entire home/apt,28,4,2,255.0
Juan de Fuca,British Columbia,Entire home/apt,1,2,1,130.0
Fernwood,British Columbia,Entire home/apt,1,2,1,89.0
Downtown,British Columbia,Entire home/apt,2,5,2,139.0
Saanich,British Columbia,Private room,1,2,1,69.0
North Saanich,British Columbia,Entire home/apt,2,3,1,80.0
Saanich,British Columbia,Entire home/apt,3,2,1,175.0
Fernwood,British Columbia,Entire home/apt,30,4,2,90.0
Fernwood,British Columbia,Entire home/apt,2,3,1,76.0
Salt Spring Island,British Columbia,Entire home/apt,3,4,2,275.0
Downtown,British Columbia,Entire home/apt,1,2,1,150.0
Southern Gulf Islands,British Columbia,Entire home/apt,1,2,1,99.0
Sidney,British Columbia,Entire home/apt,3,3,1,89.0
Saanich,British Columbia,Entire home/apt,6,4,1,135.0
Oak Bay,British Columbia,Entire home/apt,1,2,1,66.0
Downtown,British Columbia,Entire home/apt,1,4,2,175.0
Downtown,British Columbia,Entire home/apt,1,2,1,80.0
Juan de Fuca,British Columbia,Entire home/apt,1,2,1,139.0
James Bay,British Columbia,Private room,1,2,1,80.0
Saanich,British Columbia,Entire home/apt,1,6,2,115.0
Oaklands,British Columbia,Entire home/apt,10,4,2,45.0
Sooke,British Columbia,Entire home/apt,2,4,1,80.0
Saanich,British Columbia,Private room,2,3,1,50.0
Juan de Fuca,British Columbia,Entire home/apt,2,2,1,141.0
Downtown,British Columbia,Entire home/apt,2,5,2,210.0
Sooke,British Columbia,Entire home/apt,2,6,3,245.0
Downtown,British Columbia,Entire home/apt,1,4,2,155.0
Colwood,British Columbia,Entire home/apt,3,4,1,69.0
View Royal,British Columbia,Private room,1,1,1,70.0
Downtown,British Columbia,Entire home/apt,2,2,1,129.0
James Bay,British Columbia,Entire home/apt,2,6,3,275.0
Salt Spring Island,British Columbia,Entire home/apt,2,3,2,149.0
Rockland,British Columbia,Entire home/apt,2,2,1,88.0
Oak Bay,British Columbia,Private room,1,1,1,45.0
Oak Bay,British Columbia,Entire home/apt,2,2,1,80.0
Sooke,British Columbia,Entire home/apt,1,4,2,155.0
Hillside/Quadra,British Columbia,Entire home/apt,8,4,2,66.0
Sooke,British Columbia,Entire home/apt,1,2,1,95.0
Downtown,British Columbia,Entire home/apt,1,4,1,149.0
Downtown,British Columbia,Entire home/apt,3,4,1,99.0
Juan de Fuca,British Columbia,Entire home/apt,2,8,3,275.0
Esquimalt,British Columbia,Entire home/apt,1,2,1,48.0
James Bay,British Columbia,Entire home/apt,3,2,1,89.0
James Bay,British Columbia,Entire home/apt,2,2,1,60.0
Langford,British Columbia,Entire home/apt,7,4,1,110.0
Rockland,British Columbia,Hotel room,2,2,1,239.0
Rockland,British Columbia,Hotel room,2,2,1,259.0
Rockland,British Columbia,Hotel room,2,2,1,249.0
James Bay,British Columbia,Private room,2,2,1,46.0
North Saanich,British Columbia,Private room,1,3,1,58.0
Langford,British Columbia,Entire home/apt,2,4,2,109.0
Downtown,British Columbia,Entire home/apt,1,4,1,99.0
Downtown,British Columbia,Entire home/apt,1,4,1,80.0
Sidney,British Columbia,Entire home/apt,1,6,2,84.0
Downtown,British Columbia,Entire home/apt,2,2,1,99.0
Downtown,British Columbia,Entire home/apt,2,6,2,150.0
Downtown,British Columbia,Entire home/apt,1,2,1,249.0
James Bay,British Columbia,Entire home/apt,1,6,2,174.0
Metchosin,British Columbia,Entire home/apt,2,4,2,206.0
James Bay,British Columbia,Private room,2,3,1,65.0
Gonzales,British Columbia,Entire home/apt,1,6,2,195.0
Gonzales,British Columbia,Entire home/apt,1,2,1,99.0
Downtown,British Columbia,Entire home/apt,1,4,1,150.0
Salt Spring Island,British Columbia,Entire home/apt,2,3,1,141.0
Salt Spring Island,British Columbia,Entire home/apt,2,4,1,141.0
Downtown,British Columbia,Entire home/apt,2,2,1,76.0
Downtown,British Columbia,Entire home/apt,1,2,1,97.0
Juan de Fuca,British Columbia,Entire home/apt,2,8,3,229.0
Downtown,British Columbia,Entire home/apt,1,2,1,94.0
Salt Spring Island,British Columbia,Private room,1,2,1,90.0
Downtown,British Columbia,Entire home/apt,30,2,1,99.0
Downtown,British Columbia,Entire home/apt,3,3,1,99.0
Rockland,British Columbia,Entire home/apt,30,4,1,89.0
Fairfield,British Columbia,Entire home/apt,2,4,1,99.0
James Bay,British Columbia,Entire home/apt,5,6,3,285.0
Downtown,British Columbia,Entire home/apt,2,3,1,105.0
Downtown,British Columbia,Entire home/apt,1,4,1,182.0
Southern Gulf Islands,British Columbia,Private room,2,4,1,119.0
Downtown,British Columbia,Entire home/apt,3,4,1,170.0
Salt Spring Island,British Columbia,Entire home/apt,2,4,2,175.0
Salt Spring Island,British Columbia,Entire home/apt,3,4,2,159.0
Saanich,British Columbia,Entire home/apt,2,2,1,249.0
Sooke,British Columbia,Private room,3,2,1,85.0
Downtown,British Columbia,Entire home/apt,1,2,1,89.0
Central Saanich,British Columbia,Entire home/apt,2,8,3,325.0
Downtown,British Columbia,Entire home/apt,2,3,1,115.0
Fernwood,British Columbia,Entire home/apt,30,2,2,89.0
Juan de Fuca,British Columbia,Entire home/apt,1,4,1,95.0
Saanich,British Columbia,Entire home/apt,3,4,2,249.0
Downtown,British Columbia,Entire home/apt,1,2,1,99.0
Rockland,British Columbia,Entire home/apt,30,2,1,62.0
Highlands,British Columbia,Entire home/apt,7,2,1,300.0
Downtown,British Columbia,Entire home/apt,1,2,1,85.0
Saanich,British Columbia,Private room,2,2,1,66.0
Saanich,British Columbia,Private room,2,2,1,31.0
James Bay,British Columbia,Private room,2,3,1,65.0
